,seq,type,pred_feature,high_value,trial,color_0,shape_0,payoff_0,color_1,shape_1,payoff_1
24,3,test,color,blue,54,orange,square,40.721183355313684,blue,rectangle,41.04657285012372
25,3,test,color,blue,55,blue,square,55.193527411796154,orange,rectangle,39.71194467989065
26,3,test,color,blue,56,orange,square,40.58008079296707,blue,rectangle,59.628898959408424
27,3,test,color,blue,57,blue,rectangle,55.58220050294702,orange,square,39.38686875742589
28,3,test,color,blue,58,orange,rectangle,38.813559630259284,blue,square,46.37227494240234
29,3,test,color,blue,59,orange,square,41.01979649695307,blue,rectangle,47.473879328745646
0,3,test,color,orange,30,blue,square,40.92442497802125,orange,rectangle,38.64390941969506
1,3,test,color,orange,31,blue,rectangle,43.72463512278976,orange,square,51.013262231532494
2,3,test,color,orange,32,blue,square,39.635000314699475,orange,rectangle,50.87773254999947
3,3,test,color,orange,33,blue,rectangle,37.18036114210438,orange,square,53.91265370876329
4,3,test,color,orange,34,orange,square,46.38007612251785,blue,rectangle,39.59186096990313
5,3,test,color,orange,35,orange,rectangle,45.54172192517258,blue,square,38.83869719450883
6,3,test,color,orange,36,blue,rectangle,41.389341223256814,orange,square,49.27953425052112
7,3,test,color,orange,37,orange,square,51.2587407070152,blue,rectangle,39.982410621028855
8,3,test,color,orange,38,blue,rectangle,41.026399622154365,orange,square,45.90575628037481
9,3,test,color,orange,39,orange,square,59.14865920704774,blue,rectangle,36.864139167139
10,3,test,color,orange,40,blue,rectangle,42.52187464712597,orange,square,54.83953725360485
11,3,test,color,orange,41,orange,square,43.73920597017203,blue,rectangle,44.45854722111195
12,3,test,color,orange,42,orange,square,52.97745141472659,blue,rectangle,41.942278013645826
13,3,test,color,orange,43,orange,rectangle,48.140110935129385,blue,square,39.56554768356265
14,3,test,color,orange,44,orange,rectangle,46.95295586480196,blue,square,40.78106119263904
15,3,test,color,orange,45,orange,square,55.00593137516948,blue,rectangle,40.36262843572284
16,3,test,color,orange,46,orange,rectangle,43.44278188431355,blue,square,41.64885412476996
17,3,test,color,orange,47,blue,square,41.84230149278959,orange,rectangle,51.27329764223893
18,3,test,color,orange,48,orange,rectangle,51.72749453262492,blue,square,39.45814373968438
19,3,test,color,orange,49,blue,rectangle,38.14202166573884,orange,square,43.6590328467961
20,3,test,color,orange,50,blue,rectangle,36.72907350308429,orange,square,49.18474305772975
21,3,test,color,orange,51,orange,square,47.58275608386703,blue,rectangle,39.12002459094058
22,3,test,color,orange,52,orange,square,33.221905878274654,blue,rectangle,37.50536506061166
23,3,test,color,orange,53,orange,rectangle,53.60420325701583,blue,square,38.67074799987374
24,3,test,color,orange,54,blue,square,40.721183355313684,orange,rectangle,41.04657285012372
25,3,test,color,orange,55,orange,square,55.193527411796154,blue,rectangle,39.71194467989065
26,3,test,color,orange,56,blue,square,40.58008079296707,orange,rectangle,59.628898959408424
27,3,test,color,orange,57,orange,rectangle,55.58220050294702,blue,square,39.38686875742589
28,3,test,color,orange,58,blue,rectangle,38.813559630259284,orange,square,46.37227494240234
29,3,test,color,orange,59,blue,square,41.01979649695307,orange,rectangle,47.473879328745646
0,3,test,shape,square,30,blue,rectangle,40.92442497802125,orange,square,38.64390941969506
1,3,test,shape,square,31,orange,rectangle,43.72463512278976,blue,square,51.013262231532494
2,3,test,shape,square,32,blue,rectangle,39.635000314699475,orange,square,50.87773254999947
3,3,test,shape,square,33,orange,rectangle,37.18036114210438,blue,square,53.91265370876329
4,3,test,shape,square,34,blue,square,46.38007612251785,orange,rectangle,39.59186096990313
5,3,test,shape,square,35,orange,square,45.54172192517258,blue,rectangle,38.83869719450883
6,3,test,shape,square,36,orange,rectangle,41.389341223256814,blue,square,49.27953425052112
7,3,test,shape,square,37,blue,square,51.2587407070152,orange,rectangle,39.982410621028855
8,3,test,shape,square,38,orange,rectangle,41.026399622154365,blue,square,45.90575628037481
9,3,test,shape,square,39,blue,square,59.14865920704774,orange,rectangle,36.864139167139
10,3,test,shape,square,40,orange,rectangle,42.52187464712597,blue,square,54.83953725360485
11,3,test,shape,square,41,blue,square,43.73920597017203,orange,rectangle,44.45854722111195
12,3,test,shape,square,42,blue,square,52.97745141472659,orange,rectangle,41.942278013645826
13,3,test,shape,square,43,orange,square,48.140110935129385,blue,rectangle,39.56554768356265
14,3,test,shape,square,44,orange,square,46.95295586480196,blue,rectangle,40.78106119263904
15,3,test,shape,square,45,blue,square,55.00593137516948,orange,rectangle,40.36262843572284
16,3,test,shape,square,46,orange,square,43.44278188431355,blue,rectangle,41.64885412476996
17,3,test,shape,square,47,blue,rectangle,41.84230149278959,orange,square,51.27329764223893
18,3,test,shape,square,48,orange,square,51.72749453262492,blue,rectangle,39.45814373968438
19,3,test,shape,square,49,orange,rectangle,38.14202166573884,blue,square,43.6590328467961
20,3,test,shape,square,50,orange,rectangle,36.72907350308429,blue,square,49.18474305772975
21,3,test,shape,square,51,blue,square,47.58275608386703,orange,rectangle,39.12002459094058
22,3,test,shape,square,52,blue,square,33.221905878274654,orange,rectangle,37.50536506061166
23,3,test,shape,square,53,orange,square,53.60420325701583,blue,rectangle,38.67074799987374
24,3,test,shape,square,54,blue,rectangle,40.721183355313684,orange,square,41.04657285012372
25,3,test,shape,square,55,blue,square,55.193527411796154,orange,rectangle,39.71194467989065
26,3,test,shape,square,56,blue,rectangle,40.58008079296707,orange,square,59.628898959408424
27,3,test,shape,square,57,orange,square,55.58220050294702,blue,rectangle,39.38686875742589
28,3,test,shape,square,58,orange,rectangle,38.813559630259284,blue,square,46.37227494240234
29,3,test,shape,square,59,blue,rectangle,41.01979649695307,orange,square,47.473879328745646
0,3,test,shape,rectangle,30,orange,square,40.92442497802125,blue,rectangle,38.64390941969506
1,3,test,shape,rectangle,31,blue,square,43.72463512278976,orange,rectangle,51.013262231532494
2,3,test,shape,rectangle,32,orange,square,39.635000314699475,blue,rectangle,50.87773254999947
3,3,test,shape,rectangle,33,blue,square,37.18036114210438,orange,rectangle,53.91265370876329
4,3,test,shape,rectangle,34,orange,rectangle,46.38007612251785,blue,square,39.59186096990313
5,3,test,shape,rectangle,35,blue,rectangle,45.54172192517258,orange,square,38.83869719450883
6,3,test,shape,rectangle,36,blue,square,41.389341223256814,orange,rectangle,49.27953425052112
7,3,test,shape,rectangle,37,orange,rectangle,51.2587407070152,blue,square,39.982410621028855
8,3,test,shape,rectangle,38,blue,square,41.026399622154365,orange,rectangle,45.90575628037481
9,3,test,shape,rectangle,39,orange,rectangle,59.14865920704774,blue,square,36.864139167139
10,3,test,shape,rectangle,40,blue,square,42.52187464712597,orange,rectangle,54.83953725360485
11,3,test,shape,rectangle,41,orange,rectangle,43.73920597017203,blue,square,44.45854722111195
12,3,test,shape,rectangle,42,orange,rectangle,52.97745141472659,blue,square,41.942278013645826
13,3,test,shape,rectangle,43,blue,rectangle,48.140110935129385,orange,square,39.56554768356265
14,3,test,shape,rectangle,44,blue,rectangle,46.95295586480196,orange,square,40.78106119263904
15,3,test,shape,rectangle,45,orange,rectangle,55.00593137516948,blue,square,40.36262843572284
16,3,test,shape,rectangle,46,blue,rectangle,43.44278188431355,orange,square,41.64885412476996
17,3,test,shape,rectangle,47,orange,square,41.84230149278959,blue,rectangle,51.27329764223893
18,3,test,shape,rectangle,48,blue,rectangle,51.72749453262492,orange,square,39.45814373968438
19,3,test,shape,rectangle,49,blue,square,38.14202166573884,orange,rectangle,43.6590328467961
20,3,test,shape,rectangle,50,blue,square,36.72907350308429,orange,rectangle,49.18474305772975
21,3,test,shape,rectangle,51,orange,rectangle,47.58275608386703,blue,square,39.12002459094058
22,3,test,shape,rectangle,52,orange,rectangle,33.221905878274654,blue,square,37.50536506061166
23,3,test,shape,rectangle,53,blue,rectangle,53.60420325701583,orange,square,38.67074799987374
24,3,test,shape,rectangle,54,orange,square,40.721183355313684,blue,rectangle,41.04657285012372
25,3,test,shape,rectangle,55,orange,rectangle,55.193527411796154,blue,square,39.71194467989065
26,3,test,shape,rectangle,56,orange,square,40.58008079296707,blue,rectangle,59.628898959408424
27,3,test,shape,rectangle,57,blue,rectangle,55.58220050294702,orange,square,39.38686875742589
28,3,test,shape,rectangle,58,blue,square,38.813559630259284,orange,rectangle,46.37227494240234
29,3,test,shape,rectangle,59,orange,square,41.01979649695307,blue,rectangle,47.473879328745646
0,4,test,color,blue,30,orange,rectangle,43.805814924548336,blue,square,45.732808508157035
1,4,test,color,blue,31,blue,square,49.29903928402755,orange,rectangle,42.0498433862508
2,4,test,color,blue,32,blue,rectangle,47.18023249986502,orange,square,38.83807962293703
3,4,test,color,blue,33,blue,rectangle,36.62131798139124,orange,square,41.28198143878995
4,4,test,color,blue,34,blue,rectangle,47.434157951355516,orange,square,37.97463229722368
5,4,test,color,blue,35,blue,rectangle,48.63298355138847,orange,square,38.83263928638764
6,4,test,color,blue,36,blue,square,45.35786934442237,orange,rectangle,41.212582312217414
7,4,test,color,blue,37,orange,rectangle,37.32323517735231,blue,square,53.23657643036879
8,4,test,color,blue,38,blue,rectangle,41.01156918440798,orange,square,38.67459718328947
9,4,test,color,blue,39,blue,rectangle,57.614730970332886,orange,square,42.254709523284845
10,4,test,color,blue,40,orange,square,40.19520798499088,blue,rectangle,43.29734892249392
11,4,test,color,blue,41,orange,rectangle,38.94145538660021,blue,square,48.36637657292848
12,4,test,color,blue,42,blue,rectangle,48.18761616169799,orange,square,39.81825814074807
13,4,test,color,blue,43,blue,square,47.84583742957908,orange,rectangle,39.571249780589774
14,4,test,color,blue,44,blue,rectangle,40.79010632179994,orange,square,38.966978515678335
15,4,test,color,blue,45,orange,rectangle,41.82924810797369,blue,square,41.15832851224441
16,4,test,color,blue,46,blue,square,47.05222244230361,orange,rectangle,38.36049214245831
17,4,test,color,blue,47,orange,rectangle,40.22270085879622,blue,square,46.05683409466591
18,4,test,color,blue,48,orange,square,42.95478732994934,blue,rectangle,50.53291577095127
19,4,test,color,blue,49,blue,rectangle,41.44098417111394,orange,square,41.3424560232274
20,4,test,color,blue,50,blue,square,44.12674071868968,orange,rectangle,38.846007257244935
21,4,test,color,blue,51,blue,square,49.569095100535606,orange,rectangle,39.01650516053973
22,4,test,color,blue,52,orange,rectangle,41.78571163264591,blue,square,44.127449692433025
23,4,test,color,blue,53,orange,square,38.76210689481727,blue,rectangle,44.718145532259456
24,4,test,color,blue,54,blue,square,45.171806258224805,orange,rectangle,42.19838311109562
25,4,test,color,blue,55,orange,rectangle,41.25759258722061,blue,square,56.549719770060356
26,4,test,color,blue,56,blue,rectangle,59.338221019496274,orange,square,37.93856593613532
27,4,test,color,blue,57,blue,square,48.35209563663644,orange,rectangle,37.64759936671314
28,4,test,color,blue,58,blue,square,44.11197036125866,orange,rectangle,38.73983497948866
29,4,test,color,blue,59,orange,rectangle,37.88569025172345,blue,square,42.74056363550793
0,4,test,color,orange,30,blue,rectangle,43.805814924548336,orange,square,45.732808508157035
1,4,test,color,orange,31,orange,square,49.29903928402755,blue,rectangle,42.0498433862508
2,4,test,color,orange,32,orange,rectangle,47.18023249986502,blue,square,38.83807962293703
3,4,test,color,orange,33,orange,rectangle,36.62131798139124,blue,square,41.28198143878995
4,4,test,color,orange,34,orange,rectangle,47.434157951355516,blue,square,37.97463229722368
5,4,test,color,orange,35,orange,rectangle,48.63298355138847,blue,square,38.83263928638764
6,4,test,color,orange,36,orange,square,45.35786934442237,blue,rectangle,41.212582312217414
7,4,test,color,orange,37,blue,rectangle,37.32323517735231,orange,square,53.23657643036879
8,4,test,color,orange,38,orange,rectangle,41.01156918440798,blue,square,38.67459718328947
9,4,test,color,orange,39,orange,rectangle,57.614730970332886,blue,square,42.254709523284845
10,4,test,color,orange,40,blue,square,40.19520798499088,orange,rectangle,43.29734892249392
11,4,test,color,orange,41,blue,rectangle,38.94145538660021,orange,square,48.36637657292848
12,4,test,color,orange,42,orange,rectangle,48.18761616169799,blue,square,39.81825814074807
13,4,test,color,orange,43,orange,square,47.84583742957908,blue,rectangle,39.571249780589774
14,4,test,color,orange,44,orange,rectangle,40.79010632179994,blue,square,38.966978515678335
15,4,test,color,orange,45,blue,rectangle,41.82924810797369,orange,square,41.15832851224441
16,4,test,color,orange,46,orange,square,47.05222244230361,blue,rectangle,38.36049214245831
17,4,test,color,orange,47,blue,rectangle,40.22270085879622,orange,square,46.05683409466591
18,4,test,color,orange,48,blue,square,42.95478732994934,orange,rectangle,50.53291577095127
19,4,test,color,orange,49,orange,rectangle,41.44098417111394,blue,square,41.3424560232274
20,4,test,color,orange,50,orange,square,44.12674071868968,blue,rectangle,38.846007257244935
21,4,test,color,orange,51,orange,square,49.569095100535606,blue,rectangle,39.01650516053973
22,4,test,color,orange,52,blue,rectangle,41.78571163264591,orange,square,44.127449692433025
23,4,test,color,orange,53,blue,square,38.76210689481727,orange,rectangle,44.718145532259456
24,4,test,color,orange,54,orange,square,45.171806258224805,blue,rectangle,42.19838311109562
25,4,test,color,orange,55,blue,rectangle,41.25759258722061,orange,square,56.549719770060356
26,4,test,color,orange,56,orange,rectangle,59.338221019496274,blue,square,37.93856593613532
27,4,test,color,orange,57,orange,square,48.35209563663644,blue,rectangle,37.64759936671314
28,4,test,color,orange,58,orange,square,44.11197036125866,blue,rectangle,38.73983497948866
29,4,test,color,orange,59,blue,rectangle,37.88569025172345,orange,square,42.74056363550793
0,4,test,shape,square,30,orange,rectangle,43.805814924548336,blue,square,45.732808508157035
1,4,test,shape,square,31,blue,square,49.29903928402755,orange,rectangle,42.0498433862508
2,4,test,shape,square,32,orange,square,47.18023249986502,blue,rectangle,38.83807962293703
3,4,test,shape,square,33,orange,square,36.62131798139124,blue,rectangle,41.28198143878995
4,4,test,shape,square,34,orange,square,47.434157951355516,blue,rectangle,37.97463229722368
5,4,test,shape,square,35,orange,square,48.63298355138847,blue,rectangle,38.83263928638764
6,4,test,shape,square,36,blue,square,45.35786934442237,orange,rectangle,41.212582312217414
7,4,test,shape,square,37,orange,rectangle,37.32323517735231,blue,square,53.23657643036879
8,4,test,shape,square,38,orange,square,41.01156918440798,blue,rectangle,38.67459718328947
9,4,test,shape,square,39,orange,square,57.614730970332886,blue,rectangle,42.254709523284845
10,4,test,shape,square,40,blue,rectangle,40.19520798499088,orange,square,43.29734892249392
11,4,test,shape,square,41,orange,rectangle,38.94145538660021,blue,square,48.36637657292848
12,4,test,shape,square,42,orange,square,48.18761616169799,blue,rectangle,39.81825814074807
13,4,test,shape,square,43,blue,square,47.84583742957908,orange,rectangle,39.571249780589774
14,4,test,shape,square,44,orange,square,40.79010632179994,blue,rectangle,38.966978515678335
15,4,test,shape,square,45,orange,rectangle,41.82924810797369,blue,square,41.15832851224441
16,4,test,shape,square,46,blue,square,47.05222244230361,orange,rectangle,38.36049214245831
17,4,test,shape,square,47,orange,rectangle,40.22270085879622,blue,square,46.05683409466591
18,4,test,shape,square,48,blue,rectangle,42.95478732994934,orange,square,50.53291577095127
19,4,test,shape,square,49,orange,square,41.44098417111394,blue,rectangle,41.3424560232274
20,4,test,shape,square,50,blue,square,44.12674071868968,orange,rectangle,38.846007257244935
21,4,test,shape,square,51,blue,square,49.569095100535606,orange,rectangle,39.01650516053973
22,4,test,shape,square,52,orange,rectangle,41.78571163264591,blue,square,44.127449692433025
23,4,test,shape,square,53,blue,rectangle,38.76210689481727,orange,square,44.718145532259456
24,4,test,shape,square,54,blue,square,45.171806258224805,orange,rectangle,42.19838311109562
25,4,test,shape,square,55,orange,rectangle,41.25759258722061,blue,square,56.549719770060356
26,4,test,shape,square,56,orange,square,59.338221019496274,blue,rectangle,37.93856593613532
27,4,test,shape,square,57,blue,square,48.35209563663644,orange,rectangle,37.64759936671314
28,4,test,shape,square,58,blue,square,44.11197036125866,orange,rectangle,38.73983497948866
29,4,test,shape,square,59,orange,rectangle,37.88569025172345,blue,square,42.74056363550793
0,4,test,shape,rectangle,30,blue,square,43.805814924548336,orange,rectangle,45.732808508157035
1,4,test,shape,rectangle,31,orange,rectangle,49.29903928402755,blue,square,42.0498433862508
2,4,test,shape,rectangle,32,blue,rectangle,47.18023249986502,orange,square,38.83807962293703
3,4,test,shape,rectangle,33,blue,rectangle,36.62131798139124,orange,square,41.28198143878995
4,4,test,shape,rectangle,34,blue,rectangle,47.434157951355516,orange,square,37.97463229722368
5,4,test,shape,rectangle,35,blue,rectangle,48.63298355138847,orange,square,38.83263928638764
6,4,test,shape,rectangle,36,orange,rectangle,45.35786934442237,blue,square,41.212582312217414
7,4,test,shape,rectangle,37,blue,square,37.32323517735231,orange,rectangle,53.23657643036879
8,4,test,shape,rectangle,38,blue,rectangle,41.01156918440798,orange,square,38.67459718328947
9,4,test,shape,rectangle,39,blue,rectangle,57.614730970332886,orange,square,42.254709523284845
10,4,test,shape,rectangle,40,orange,square,40.19520798499088,blue,rectangle,43.29734892249392
11,4,test,shape,rectangle,41,blue,square,38.94145538660021,orange,rectangle,48.36637657292848
12,4,test,shape,rectangle,42,blue,rectangle,48.18761616169799,orange,square,39.81825814074807
13,4,test,shape,rectangle,43,orange,rectangle,47.84583742957908,blue,square,39.571249780589774
14,4,test,shape,rectangle,44,blue,rectangle,40.79010632179994,orange,square,38.966978515678335
15,4,test,shape,rectangle,45,blue,square,41.82924810797369,orange,rectangle,41.15832851224441
16,4,test,shape,rectangle,46,orange,rectangle,47.05222244230361,blue,square,38.36049214245831
17,4,test,shape,rectangle,47,blue,square,40.22270085879622,orange,rectangle,46.05683409466591
18,4,test,shape,rectangle,48,orange,square,42.95478732994934,blue,rectangle,50.53291577095127
19,4,test,shape,rectangle,49,blue,rectangle,41.44098417111394,orange,square,41.3424560232274
20,4,test,shape,rectangle,50,orange,rectangle,44.12674071868968,blue,square,38.846007257244935
21,4,test,shape,rectangle,51,orange,rectangle,49.569095100535606,blue,square,39.01650516053973
22,4,test,shape,rectangle,52,blue,square,41.78571163264591,orange,rectangle,44.127449692433025
23,4,test,shape,rectangle,53,orange,square,38.76210689481727,blue,rectangle,44.718145532259456
24,4,test,shape,rectangle,54,orange,rectangle,45.171806258224805,blue,square,42.19838311109562
25,4,test,shape,rectangle,55,blue,square,41.25759258722061,orange,rectangle,56.549719770060356
26,4,test,shape,rectangle,56,blue,rectangle,59.338221019496274,orange,square,37.93856593613532
27,4,test,shape,rectangle,57,orange,rectangle,48.35209563663644,blue,square,37.64759936671314
28,4,test,shape,rectangle,58,orange,rectangle,44.11197036125866,blue,square,38.73983497948866
29,4,test,shape,rectangle,59,blue,square,37.88569025172345,orange,rectangle,42.74056363550793
0,5,test,color,blue,30,orange,square,41.637527900694884,blue,rectangle,48.472962664788504
1,5,test,color,blue,31,orange,rectangle,41.56937743226337,blue,square,52.35411385183319
2,5,test,color,blue,32,orange,square,38.39094673955037,blue,rectangle,38.95927976564627
3,5,test,color,blue,33,blue,square,55.71746428007277,orange,rectangle,40.51331746142452
4,5,test,color,blue,34,blue,square,39.42757052251939,orange,rectangle,38.57236100556258
5,5,test,color,blue,35,blue,square,51.85937146184914,orange,rectangle,39.440646337734215
6,5,test,color,blue,36,orange,rectangle,38.975877161361744,blue,square,55.004409301564834
7,5,test,color,blue,37,blue,rectangle,42.76356426808095,orange,square,38.40369328449033
8,5,test,color,blue,38,blue,rectangle,49.05693237524134,orange,square,40.78090986410776
9,5,test,color,blue,39,blue,square,50.481715171703655,orange,rectangle,41.82247608913789
10,5,test,color,blue,40,blue,square,48.99289310340758,orange,rectangle,40.97876787787682
11,5,test,color,blue,41,blue,square,46.70395370342458,orange,rectangle,40.12539660647343
12,5,test,color,blue,42,blue,square,48.537670900268175,orange,rectangle,40.430196271638074
13,5,test,color,blue,43,orange,square,41.54507961516552,blue,rectangle,50.77572840972415
14,5,test,color,blue,44,blue,rectangle,48.221085014500915,orange,square,38.38174803011792
15,5,test,color,blue,45,orange,rectangle,40.13534251612542,blue,square,47.85991107552128
16,5,test,color,blue,46,blue,rectangle,48.96590789906599,orange,square,44.413050614280806
17,5,test,color,blue,47,blue,square,45.38113610729383,orange,rectangle,40.84457803825072
18,5,test,color,blue,48,blue,square,53.34231033622149,orange,rectangle,40.19600382819877
19,5,test,color,blue,49,orange,square,44.67569023834433,blue,rectangle,46.109803541342615
20,5,test,color,blue,50,blue,square,49.62044611160024,orange,rectangle,38.40238851021404
21,5,test,color,blue,51,orange,rectangle,39.29695052971341,blue,square,49.24466955198329
22,5,test,color,blue,52,blue,rectangle,52.231520311538645,orange,square,40.63818966804715
23,5,test,color,blue,53,orange,rectangle,42.51822969866947,blue,square,47.52517344703664
24,5,test,color,blue,54,orange,rectangle,39.33566294032199,blue,square,61.51992553639693
25,5,test,color,blue,55,blue,square,49.97118824721015,orange,rectangle,38.56103690804291
26,5,test,color,blue,56,blue,square,44.528681188759656,orange,rectangle,38.11464017093732
27,5,test,color,blue,57,orange,square,41.87313871171357,blue,rectangle,46.17811353553379
28,5,test,color,blue,58,blue,rectangle,48.63681237828243,orange,square,39.872982651123465
29,5,test,color,blue,59,blue,square,51.657462039704676,orange,rectangle,38.30651181423196
0,5,test,color,orange,30,blue,square,41.637527900694884,orange,rectangle,48.472962664788504
1,5,test,color,orange,31,blue,rectangle,41.56937743226337,orange,square,52.35411385183319
2,5,test,color,orange,32,blue,square,38.39094673955037,orange,rectangle,38.95927976564627
3,5,test,color,orange,33,orange,square,55.71746428007277,blue,rectangle,40.51331746142452
4,5,test,color,orange,34,orange,square,39.42757052251939,blue,rectangle,38.57236100556258
5,5,test,color,orange,35,orange,square,51.85937146184914,blue,rectangle,39.440646337734215
6,5,test,color,orange,36,blue,rectangle,38.975877161361744,orange,square,55.004409301564834
7,5,test,color,orange,37,orange,rectangle,42.76356426808095,blue,square,38.40369328449033
8,5,test,color,orange,38,orange,rectangle,49.05693237524134,blue,square,40.78090986410776
9,5,test,color,orange,39,orange,square,50.481715171703655,blue,rectangle,41.82247608913789
10,5,test,color,orange,40,orange,square,48.99289310340758,blue,rectangle,40.97876787787682
11,5,test,color,orange,41,orange,square,46.70395370342458,blue,rectangle,40.12539660647343
12,5,test,color,orange,42,orange,square,48.537670900268175,blue,rectangle,40.430196271638074
13,5,test,color,orange,43,blue,square,41.54507961516552,orange,rectangle,50.77572840972415
14,5,test,color,orange,44,orange,rectangle,48.221085014500915,blue,square,38.38174803011792
15,5,test,color,orange,45,blue,rectangle,40.13534251612542,orange,square,47.85991107552128
16,5,test,color,orange,46,orange,rectangle,48.96590789906599,blue,square,44.413050614280806
17,5,test,color,orange,47,orange,square,45.38113610729383,blue,rectangle,40.84457803825072
18,5,test,color,orange,48,orange,square,53.34231033622149,blue,rectangle,40.19600382819877
19,5,test,color,orange,49,blue,square,44.67569023834433,orange,rectangle,46.109803541342615
20,5,test,color,orange,50,orange,square,49.62044611160024,blue,rectangle,38.40238851021404
21,5,test,color,orange,51,blue,rectangle,39.29695052971341,orange,square,49.24466955198329
22,5,test,color,orange,52,orange,rectangle,52.231520311538645,blue,square,40.63818966804715
23,5,test,color,orange,53,blue,rectangle,42.51822969866947,orange,square,47.52517344703664
24,5,test,color,orange,54,blue,rectangle,39.33566294032199,orange,square,61.51992553639693
25,5,test,color,orange,55,orange,square,49.97118824721015,blue,rectangle,38.56103690804291
26,5,test,color,orange,56,orange,square,44.528681188759656,blue,rectangle,38.11464017093732
27,5,test,color,orange,57,blue,square,41.87313871171357,orange,rectangle,46.17811353553379
28,5,test,color,orange,58,orange,rectangle,48.63681237828243,blue,square,39.872982651123465
29,5,test,color,orange,59,orange,square,51.657462039704676,blue,rectangle,38.30651181423196
0,5,test,shape,square,30,blue,rectangle,41.637527900694884,orange,square,48.472962664788504
1,5,test,shape,square,31,orange,rectangle,41.56937743226337,blue,square,52.35411385183319
2,5,test,shape,square,32,blue,rectangle,38.39094673955037,orange,square,38.95927976564627
3,5,test,shape,square,33,blue,square,55.71746428007277,orange,rectangle,40.51331746142452
4,5,test,shape,square,34,blue,square,39.42757052251939,orange,rectangle,38.57236100556258
5,5,test,shape,square,35,blue,square,51.85937146184914,orange,rectangle,39.440646337734215
6,5,test,shape,square,36,orange,rectangle,38.975877161361744,blue,square,55.004409301564834
7,5,test,shape,square,37,orange,square,42.76356426808095,blue,rectangle,38.40369328449033
8,5,test,shape,square,38,orange,square,49.05693237524134,blue,rectangle,40.78090986410776
9,5,test,shape,square,39,blue,square,50.481715171703655,orange,rectangle,41.82247608913789
10,5,test,shape,square,40,blue,square,48.99289310340758,orange,rectangle,40.97876787787682
11,5,test,shape,square,41,blue,square,46.70395370342458,orange,rectangle,40.12539660647343
12,5,test,shape,square,42,blue,square,48.537670900268175,orange,rectangle,40.430196271638074
13,5,test,shape,square,43,blue,rectangle,41.54507961516552,orange,square,50.77572840972415
14,5,test,shape,square,44,orange,square,48.221085014500915,blue,rectangle,38.38174803011792
15,5,test,shape,square,45,orange,rectangle,40.13534251612542,blue,square,47.85991107552128
16,5,test,shape,square,46,orange,square,48.96590789906599,blue,rectangle,44.413050614280806
17,5,test,shape,square,47,blue,square,45.38113610729383,orange,rectangle,40.84457803825072
18,5,test,shape,square,48,blue,square,53.34231033622149,orange,rectangle,40.19600382819877
19,5,test,shape,square,49,blue,rectangle,44.67569023834433,orange,square,46.109803541342615
20,5,test,shape,square,50,blue,square,49.62044611160024,orange,rectangle,38.40238851021404
21,5,test,shape,square,51,orange,rectangle,39.29695052971341,blue,square,49.24466955198329
22,5,test,shape,square,52,orange,square,52.231520311538645,blue,rectangle,40.63818966804715
23,5,test,shape,square,53,orange,rectangle,42.51822969866947,blue,square,47.52517344703664
24,5,test,shape,square,54,orange,rectangle,39.33566294032199,blue,square,61.51992553639693
25,5,test,shape,square,55,blue,square,49.97118824721015,orange,rectangle,38.56103690804291
26,5,test,shape,square,56,blue,square,44.528681188759656,orange,rectangle,38.11464017093732
27,5,test,shape,square,57,blue,rectangle,41.87313871171357,orange,square,46.17811353553379
28,5,test,shape,square,58,orange,square,48.63681237828243,blue,rectangle,39.872982651123465
29,5,test,shape,square,59,blue,square,51.657462039704676,orange,rectangle,38.30651181423196
0,5,test,shape,rectangle,30,orange,square,41.637527900694884,blue,rectangle,48.472962664788504
1,5,test,shape,rectangle,31,blue,square,41.56937743226337,orange,rectangle,52.35411385183319
2,5,test,shape,rectangle,32,orange,square,38.39094673955037,blue,rectangle,38.95927976564627
3,5,test,shape,rectangle,33,orange,rectangle,55.71746428007277,blue,square,40.51331746142452
4,5,test,shape,rectangle,34,orange,rectangle,39.42757052251939,blue,square,38.57236100556258
5,5,test,shape,rectangle,35,orange,rectangle,51.85937146184914,blue,square,39.440646337734215
6,5,test,shape,rectangle,36,blue,square,38.975877161361744,orange,rectangle,55.004409301564834
7,5,test,shape,rectangle,37,blue,rectangle,42.76356426808095,orange,square,38.40369328449033
8,5,test,shape,rectangle,38,blue,rectangle,49.05693237524134,orange,square,40.78090986410776
9,5,test,shape,rectangle,39,orange,rectangle,50.481715171703655,blue,square,41.82247608913789
10,5,test,shape,rectangle,40,orange,rectangle,48.99289310340758,blue,square,40.97876787787682
11,5,test,shape,rectangle,41,orange,rectangle,46.70395370342458,blue,square,40.12539660647343
12,5,test,shape,rectangle,42,orange,rectangle,48.537670900268175,blue,square,40.430196271638074
13,5,test,shape,rectangle,43,orange,square,41.54507961516552,blue,rectangle,50.77572840972415
14,5,test,shape,rectangle,44,blue,rectangle,48.221085014500915,orange,square,38.38174803011792
15,5,test,shape,rectangle,45,blue,square,40.13534251612542,orange,rectangle,47.85991107552128
16,5,test,shape,rectangle,46,blue,rectangle,48.96590789906599,orange,square,44.413050614280806
17,5,test,shape,rectangle,47,orange,rectangle,45.38113610729383,blue,square,40.84457803825072
18,5,test,shape,rectangle,48,orange,rectangle,53.34231033622149,blue,square,40.19600382819877
19,5,test,shape,rectangle,49,orange,square,44.67569023834433,blue,rectangle,46.109803541342615
